State,FIPS,DSCI,date
CA,06047,9,2017-10-03
CA,06047,9,2017-10-10
CA,06047,9,2017-10-17
CA,06047,9,2017-10-24
CA,06047,9,2017-10-31
CA,06047,9,2017-11-07
CA,06047,9,2017-11-14
CA,06047,9,2017-11-21
CA,06047,9,2017-11-28
CA,06047,27,2017-12-05
CA,06047,27,2017-12-12
CA,06047,27,2017-12-19
CA,06047,27,2017-12-26
CA,06047,27,2018-01-02
CA,06047,27,2018-01-09
CA,06047,27,2018-01-16
CA,06047,85,2018-01-23
CA,06047,140,2018-01-30
CA,06047,139,2018-02-06
CA,06047,139,2018-02-13
CA,06047,146,2018-02-20
CA,06047,146,2018-02-27
CA,06047,146,2018-03-06
CA,06047,146,2018-03-13
CA,06047,146,2018-03-20
CA,06047,167,2018-03-27
CA,06047,167,2018-04-03
CA,06047,100,2018-04-10
CA,06047,100,2018-04-17
CA,06047,100,2018-04-24
CA,06047,100,2018-05-01
CA,06047,100,2018-05-08
CA,06047,100,2018-05-15
CA,06047,100,2018-05-22
CA,06047,100,2018-05-29
CA,06047,100,2018-06-05
CA,06047,100,2018-06-12
CA,06047,100,2018-06-19
CA,06047,100,2018-06-26
CA,06047,100,2018-07-03
CA,06047,100,2018-07-10
CA,06047,100,2018-07-17
CA,06047,100,2018-07-24
CA,06047,100,2018-07-31
CA,06047,100,2018-08-07
CA,06047,100,2018-08-14
CA,06047,100,2018-08-21
CA,06047,100,2018-08-28
CA,06047,100,2018-09-04
CA,06047,100,2018-09-11
CA,06047,100,2018-09-18
CA,06047,100,2018-09-25
CA,06047,100,2018-10-02
CA,06047,100,2018-10-09
CA,06047,100,2018-10-16
CA,06047,100,2018-10-23
CA,06047,100,2018-10-30
CA,06047,100,2018-11-06
CA,06047,100,2018-11-13
CA,06047,198,2018-11-20
CA,06047,198,2018-11-27
CA,06047,170,2018-12-04
CA,06047,170,2018-12-11
CA,06047,170,2018-12-18
CA,06047,170,2018-12-25
CA,06047,170,2019-01-01
CA,06047,170,2019-01-08
CA,06047,170,2019-01-15
CA,06047,170,2019-01-22
CA,06047,70,2019-01-29
CA,06047,68,2019-02-05
CA,06047,68,2019-02-12
CA,06047,0,2019-02-19
CA,06047,0,2019-02-26
CA,06047,0,2019-03-05
CA,06047,0,2019-03-12
CA,06047,0,2019-03-19
CA,06047,0,2019-03-26
CA,06047,0,2019-04-02
CA,06047,0,2019-04-09
CA,06047,0,2019-04-16
CA,06047,0,2019-04-23
CA,06047,0,2019-04-30
CA,06047,0,2019-05-07
CA,06047,0,2019-05-14
CA,06047,0,2019-05-21
CA,06047,0,2019-05-28
CA,06047,0,2019-06-04
CA,06047,0,2019-06-11
CA,06047,0,2019-06-18
CA,06047,0,2019-06-25
CA,06047,0,2019-07-02
CA,06047,0,2019-07-09
CA,06047,0,2019-07-16
CA,06047,0,2019-07-23
CA,06047,0,2019-07-30
CA,06047,0,2019-08-06
CA,06047,0,2019-08-13
CA,06047,0,2019-08-20
CA,06047,0,2019-08-27
CA,06047,0,2019-09-03
CA,06047,0,2019-09-10
CA,06047,0,2019-09-17
CA,06047,0,2019-09-24
CA,06047,0,2019-10-01
CA,06047,0,2019-10-08
CA,06047,0,2019-10-15
CA,06047,0,2019-10-22
CA,06047,0,2019-10-29
CA,06047,0,2019-11-05
CA,06047,100,2019-11-12
CA,06047,100,2019-11-19
CA,06047,100,2019-11-26
CA,06047,100,2019-12-03
CA,06047,0,2019-12-10
CA,06047,0,2019-12-17
CA,06047,0,2019-12-24
CA,06047,0,2019-12-31
CA,06047,0,2020-01-07
CA,06047,0,2020-01-14
CA,06047,0,2020-01-21
CA,06047,42,2020-01-28
CA,06047,42,2020-02-04
CA,06047,53,2020-02-11
CA,06047,53,2020-02-18
CA,06047,127,2020-02-25
CA,06047,127,2020-03-03
CA,06047,174,2020-03-10
CA,06047,174,2020-03-17
CA,06047,174,2020-03-24
CA,06047,174,2020-03-31
CA,06047,174,2020-04-07
CA,06047,174,2020-04-14
CA,06047,174,2020-04-21
CA,06047,174,2020-04-28
CA,06047,174,2020-05-05
CA,06047,174,2020-05-12
CA,06047,174,2020-05-19
CA,06047,174,2020-05-26
CA,06047,174,2020-06-02
CA,06047,171,2020-06-09
CA,06047,171,2020-06-16
CA,06047,171,2020-06-23
CA,06047,171,2020-06-30
CA,06047,171,2020-07-07
CA,06047,171,2020-07-14
CA,06047,171,2020-07-21
CA,06047,171,2020-07-28
CA,06047,171,2020-08-04
CA,06047,171,2020-08-11
CA,06047,171,2020-08-18
CA,06047,173,2020-08-25
CA,06047,173,2020-09-01
CA,06047,172,2020-09-08
CA,06047,172,2020-09-15
CA,06047,172,2020-09-22
CA,06047,182,2020-09-29
CA,06047,182,2020-10-06
CA,06047,182,2020-10-13
CA,06047,182,2020-10-20
CA,06047,182,2020-10-27
CA,06047,182,2020-11-03
CA,06047,182,2020-11-10
CA,06047,182,2020-11-17
CA,06047,267,2020-11-24
CA,06047,267,2020-12-01
CA,06047,267,2020-12-08
CA,06047,267,2020-12-15
CA,06047,267,2020-12-22
CA,06047,267,2020-12-29
CA,06047,267,2021-01-05
CA,06047,300,2021-01-12
CA,06047,300,2021-01-19
CA,06047,300,2021-01-26
CA,06047,200,2021-02-02
CA,06047,200,2021-02-09
CA,06047,200,2021-02-16
CA,06047,200,2021-02-23
CA,06047,200,2021-03-02
CA,06047,200,2021-03-09
CA,06047,200,2021-03-16
CA,06047,200,2021-03-23
CA,06047,200,2021-03-30
CA,06047,200,2021-04-06
CA,06047,282,2021-04-13
CA,06047,286,2021-04-20
CA,06047,286,2021-04-27
CA,06047,385,2021-05-04
CA,06047,385,2021-05-11
CA,06047,385,2021-05-18
CA,06047,385,2021-05-25
CA,06047,385,2021-06-01
CA,06047,400,2021-06-08
CA,06047,400,2021-06-15
CA,06047,400,2021-06-22
CA,06047,400,2021-06-29
CA,06047,400,2021-07-06
CA,06047,400,2021-07-13
CA,06047,400,2021-07-20
CA,06047,486,2021-07-27
CA,06047,486,2021-08-03
CA,06047,486,2021-08-10
CA,06047,486,2021-08-17
CA,06047,486,2021-08-24
CA,06047,486,2021-08-31
CA,06047,486,2021-09-07
CA,06047,486,2021-09-14
CA,06047,486,2021-09-21
CA,06047,486,2021-09-28
CA,06047,486,2021-10-05
CA,06047,486,2021-10-12
CA,06047,486,2021-10-19
CA,06047,486,2021-10-26
CA,06047,486,2021-11-02
CA,06047,486,2021-11-09
CA,06047,486,2021-11-16
CA,06047,486,2021-11-23
CA,06047,486,2021-11-30
CA,06047,486,2021-12-07
CA,06047,486,2021-12-14
CA,06047,486,2021-12-21
CA,06047,386,2021-12-28
CA,06047,386,2022-01-04
CA,06047,300,2022-01-11
CA,06047,300,2022-01-18
CA,06047,300,2022-01-25
CA,06047,300,2022-02-01
CA,06047,300,2022-02-08
CA,06047,300,2022-02-15
CA,06047,300,2022-02-22
CA,06047,300,2022-03-01
CA,06047,300,2022-03-08
CA,06047,385,2022-03-15
CA,06047,385,2022-03-22
CA,06047,385,2022-03-29
CA,06047,385,2022-04-05
CA,06047,397,2022-04-12
CA,06047,397,2022-04-19
CA,06047,397,2022-04-26
CA,06047,397,2022-05-03
CA,06047,397,2022-05-10
CA,06047,397,2022-05-17
CA,06047,399,2022-05-24
CA,06047,399,2022-05-31
CA,06047,399,2022-06-07
